title,link,type,text
Architizer Blogger Elegizes Philadelphia Navy Yard,https://philly.curbed.com/2012/2/15/10396090/architizer-elegizes-philadelphia-navy-yard,article,"The national blog Architizer is a tool that allows architects to connect with each other and present projects they've been working on. But it's also a consistently engaging mashup of architecture and design news. A couple days ago, the site featured Philadelphia's Navy Yard, waxing rather poetic about ""a neighborhood frozen in time"" that's ""soon to be razed"" by the development plans for the area. The piece compares the Yard to other waterfront development projects (Baltimore, New York) and discusses the challenges to this one—pedestrian access chief among them. The piece, by Philadelphia-based Luke Barley, is accompanied by some of that ruin porn we love so much. It made us think about the urban explorers who have hit the Navy Yard over the years, legally and maybe not so legally. We put a small gallery together. If any photographers have more shots they'd like to share of the Navy Yard, send 'em along: philly@curbed.com"
Community Dissent Over Proposed Apple Lofts on 52nd St.,https://philly.curbed.com/2012/2/9/10397586/community-dissent-over-the-transformation-of-52nd-st,article,"Here are the basics: Iron Stone Management wants to take the vacant Apple Storage facility at 708 S. 52nd St. and convert it from an industrial space into a residential one, with plans to build 100-plus apartments and a retail center in the bottom of the building. As with all such neighborhood plans, there are factions who are for it and factions against, and the locus of the tensions lies in the groups that claim neighborhood ownership, of a kind, via community groups.The groups in this neighborhood battle are the Cedar Park Neighbors (CPN), the Baltimore Avenue Business Association (BABA) and the Community Achievement Association (CAA). As it stands now, CPN and BABA (volunteer organizations) are in favor of the project; CAA (which is paid by the city) is not. The University City Review has covered the arguments in a series of two articles, the second of which came out this week. As of last description, the property would include 112 ""loft-style"" apartments with prices ranging from $700 to $1,400, no subsidized housing included. The plan calls for hardwood floors, stainless steel appliances and exposed brick walls. An initial objection by the Zoning Board was the lack of sufficient parking, but Ironstone returned to the table with additional parking spaces (as well as bike storage). Meanwhile, one of the concerns from CAA has been the issue of the 10-year tax abatement that would be attached to the this project. A local West Philadelphia real estate broker has offered an explanation of tax abatement on a neighborhood listserve today, hoping the information could be passed along to CAA. Here's that broker's explanation:2.  Properties with tax abatements do not pay zero taxes. They continue to pay the same taxes they were already paying. The abatement is only on tax INCREASES on the property during the period for which taxes are abated. In other words, if a property owner fixes up a run-down place and applies for the tax abatement, the city won't ""penalize"" him/her for their project by immediately charging them higher taxes. It doesn't mean that the city won't charge ANY taxes. The city will still charge the CURRENT taxes. The next community meeting to discuss the project is on Feb. 15. If you have any stake in this community, you might want to attend. Here's the info:When: Wed., Feb. 15, 7pmWhere: A.M.E. Church, 815 S. 53rd St.  "
"Chestnut Hill Resident Says Some Want to Keep It ""Lily-White""",https://philly.curbed.com/2012/2/8/10397842/chestnut-hill-resident-says-some-want-to-keep-it-lilywhite,article,"A Chestnut Hill resident has written a scathing column about her lack of interest in joining the Chestnut Hill Community Association. She lived in Chestnut Hill in the 1970s, and returned there recently and found it more diverse—a quality she appreciated. She cites the rejection of various neighborhood development efforts as examples, including a bid to turn the old Borders store into an arts theater and the Green Woods Charter School's proposal to purchase a property on Chestnut Hill Avenue. She also mentions ""the whole business of Chestnut Hill College’s use of the Sugar Loaf property on the corner of Germantown and Bells Mill Road,"" with a reference to ""the powerful elite.""Them's fightin' words, that's for sure. It'll be interesting to see how the community responds. Unrelated: The tagline for the piece reads, ""Linda Baldwin is a longtime Chestnut Hill Resident and a fixture at Kilian’s Hardware."" We see what you did there. Nice one.A Hill Resident Speaks Out [Chestnut Hill Local]"
Call for Entries,https://philly.curbed.com/2012/2/7/10398354/call-for-entries-divine-lorraine-photography-contest,article," 








The city is abuzz with talk about the possible rehabilitation of the Divine Lorraine Hotel. We're so excited that we're calling for photos of the DLH for a photo essay optimistically titled ""The Last Days of the Divine Lorraine""—meaning the last days in its current blighted state. Hi-res (300 dpi) photographs should be submitted via our Flickr Group Pool or to our tipline at philly@curbed.com. The photos don't have to be new, but they should have been taken within the last 10 years. Entries close Feb. 17. Added bonus: We'll be hiring a photographer soon, so this is a good way for us to get to know you if you're interested."
Will Francisville Say Yes to the Three-P Development Strategy?,https://philly.curbed.com/2012/1/18/10406458/will-francisville-say-yes-to-the-threep-development-strategy,article,"Developer Michael Loonstyn wants to build a four-story condo at 831-53 N. 19th St., which is at a funky alliterative triangle of Poplar, Parrish and Perkiommen. At the same time, the TBM Group, which tore down the historic church at 19th and Poplar, is hoping to develop five three-story attached houses with two condos in each. In other words: row homes. (They giveth and they taketh away.) Both developments would completely transform the Three-P (patent-pending) area.Loonstyn is being quite aggressive in his bid to own 19th Street. He just acquired the beloved Mugshots, which is moving from its spot across from Eastern State to 19th and Fairmount (two blocks, for those of you about to start an Occupy Mugshots movement). Mugshots will be in a building with a new Latin restaurant called BlueCat, or as we like to call it, GatoAzul.Should you want to attend the Francisville community meeting to hear both developers make their pitches for the Three-P area—and vote on the plans—here's the info. You could try getting it from the Francisville Neighborhood Development Corporation website, or you could remain sane and not throw your computer across the room. · When: Mon., Jan. 23, 2012. Doors open: 5:45. Project Viewing, refreshments, sign-in until 6:15. Meeting begins promptly at 6:15 · Where: Second Pilgrim Baptist Church, 15th and Ogden sts."
Spring Garden School reopens as affordable housing for veterans,https://philly.curbed.com/2017/11/10/16633332/spring-garden-school-lural-blevins-veterans-center-opening,article,"A long-vacant and blighted school in West Poplar has reopened its doors with a new purpose. Spring Garden School, built between 1927-1928 at 845 N. 12th Street, celebrated its grand opening on Veterans Day with a new name and new lease on life: The Lural Lee Blevins Veterans Center and HELP Philadelphia V, a home for 37 veterans and individuals aged 55 and older. “This is the final piece of the puzzle for this community,” said City Council President Darrell Clarke, who represents the 5th Council District, at Friday’s grand opening.Twelve of the affordable housing units are for veterans, and the other units are for individuals earning 60 percent below the area’s median income. There’s also a rooftop garden and playground and on-site services by HELP USA, like healthcare, counseling, and employment opportunities. The $13.7 million undertaking is a venture between the Philadelphia Housing Authority and HELP USA. Work officially began more than a year ago in September 2016. The building is named after the late Specialist 4 Lural Lee Blevins III, a resident of North Philly who died in the Vietnam War.The grand reopening comes decades after the Spring Garden School closed its doors in the 1970s. Over the years, it has sat vacant as the surrounding area, especially along North Broad, has seen some revitalization efforts. The school stands tall among the Richard Allen townhouse community, and was the last-remaining structure to be redeveloped. But the work isn’t over now that the adaptive reuse project is complete. HELP USA also announced at the opening that it plans to level the small grassy hill next to the school and turn it into a soccer field for the neighborhood. "
Sneak Peek: Inside and above the 34-story Alexander tower,https://philly.curbed.com/2017/11/6/16598886/alexander-apartments-philadelphia-photos,article,"For the past two years, the 34-story Alexander tower, designed by Robert A.M. Stern Architects (RAMSA) and BLT Architects, has been on the rise at 1601 Vine Street. When it finally opens in late January 2018, it will be the tallest residential building in Logan Square, packed with apartments, amenities, and a 12,000-square-foot daycare on the ground floor.But the panoramic views are what really make the tower stand out—and there is no shortage of terraces to take advantage of them. The Alexander, named after the famed local sculptor Alexander Calder who created the William Penn statue atop City Hill, broke ground in 2015 and has been on the rise ever since, through the completion of the Mormon Temple across the street. Property Reserve, Inc. (PRI), a subsidiary of the Church Of Jesus Christ Of Latter-Day Saints, is the owner of the Alexander. To be clear, the 483,000-square-foot tower is still very much a construction zone. But on a recent tour of the property, work was moving along at a fast clip in preparation of the January 22 deadline. Unlike other developments, where residents often tend to move in amid construction, all 277 units at the Alexander will be finished and ready for occupancy by January. The nearly 300 units are a mix of apartments and townhouses—both rentals. There are studios, one-bedroom, two-bedroom apartments ranging from $1,675 to $5,920 a month. Meanwhile, the 13 townhomes range from $3,620 for a three-bedroom to $5,900 for a four-bedroom. Each have private entries, one off Vine Street and another from the three-story underground parking garage.  “Variety is all over this place,” says construction project manager Craig Homer, who has overseen the buildout of the Alexander’s 51 different floor plans. Leasing only just started, and five apartments had been rented at the time of publication. The townhouses in particular seem to have attracted empty nesters and families, says community manager Tracy Keyser.“We’re getting a little bit of everybody. But with these townhomes, it’s really been empty nesters who are selling their big homes in the suburbs and moving into the city,” says Keyser. “They come in and they say, ‘We just want to live care-free in retirement.’” That shouldn’t be a problem. Like most new developments going up throughout Philly, the Alexander comes with a long list of amenities. There’s the amenity level on the second floor with an outdoor terrace with built-in grills and an indoor lap pool. The gym is on this level, too, with 20-plus-foot-tall ceilings. There are 300 parking spaces in the three-story parking garage—more than enough for each unit—and bike storage spaces on every level, too. And, because no apartment tower is complete these days without pet amenities, says Keyser, there will be dog wash on site, too. Perhaps what sets the Alexander apart from other high-rises, though, is its plethora of private outdoor space. Nearly all of the townhouses and more than half of the apartments in the tower have either back patios, balconies, or wrap-around terraces. The crème de la crème of all of the apartments can be found on the 32nd floor, where there are four penthouse units, each with a private terrace. A corner unit on this floor features large windows—even the soaking tub in the master bathrooms has views of Logan Square far down below. That unit comes with a hefty rental price tag: $5,185 a month. Still, the views aren’t only reserved for future penthouse dwellers. On the very top of the building on the 34th floor, there will be an observation deck available to all residents. “We’re isolated from downtown, not trapped in our views,” says Homer. The Alexander is leasing now and scheduled to open in late January. "
"Guest-Rm, a home-sharing service for friends, launches in Philly",https://philly.curbed.com/2017/11/3/16586774/guest-rm-extended-stay-rental-hotel,article,"A new startup based here in Philly is on a mission to take the awkwardness out of asking friends to let their mom and pops crash at their place for a night. It’s called Guest-Rm (pronounced “Guest Room”), and it’s the brainchild of Josh Angotti, who came up with the idea after realizing that his and his wife’s 450-square-foot studio would in no way be able to accommodate his cousins for their annual reunion. “I just don’t have the space for it. And if I wanted to get hotel rooms, it’d be cost prohibitive,” recalls Angotti. That’s when Angotti turned to his friends for help. “I thought that nobody’s in Philadelphia over Memorial Day or Labor Day weekend. Most of my friends would be more than willing to have my cousins stay in their place, but there’s no real precedent for making a request like that in our culture.”Guest-Rm was born out of Josh’s willingness to break what could be an awkward conversation. He, his wife, and partner Laura Barron have spent the past few months working out all of the ins and outs of the startup (in Angotti’s case, obsessively checking to make sure that a service of this kind doesn’t already exist. It doesn’t.). Here’s how it works, in Angotti’s words: “It’s a home-sharing network for friends and friends and friends—with no nightly fees.”Users can sign up to Guest-Rm via their Facebook account and see which of their friends or friends of friends have their homes available. After that, it’s just a flat $20 reservation fee, no matter how many nights you’re staying in the home. Guest-Rm also recommends that guests purchase a thank you gift in the in the form of a $25 gift card for the host.The low-cost model of the service is what separates it from other similar services out there like AirBnB or VRBO. “There’s a different value proposition from a supply side,” Angotti says. “I don’t see it as a replacement—it’s not going to offer a revenue stream. Sure, it’s nice to get a gift card, but it’s not going to pay your bills.”Angotti says while some folks may always prefer staying in a hotel or a rental, he suspects that Guest-Rm will attract people who may feel uncomfortable staying in a stranger’s home, but may be priced out of hotel options. “It makes it less of a stretch to ask to use somebody’s home or apartment while they’re gone—especially when they’ve already volunteered it.”The Guest-Rm online service launched today in a beta version. Angotti says that the plan is to stick around Philly for awhile; if it catches on, they’ll consider expanding the service to more cities and places around the country. "
Upscale apartment service Stayawhile launches in Philly,https://philly.curbed.com/2017/11/2/16589970/hotel-apartment-bnb-stayawhile-philadelphia,article,"A new kind of extended-stay apartment service has come to Philly, this time catering to the middle tier of so-called digital nomads. Stayawhile, a global network of furnished and high-end apartments designed for medium-length stays, has launched in the heart of Philly’s Old City neighborhood in a new building at 300 Market Street.The service has described itself to Curbed as such: “It’s as if Airbnb and Soho House had a baby.” Essentially, it touts itself for offering a more flexible model of housing, so that anyone—whether you’re in between homes, renovating, or constantly traveling for work—can rent them out. Here’s how it works: Users apply for membership and must pass credit checks. Once approved, members have access to all Stayawhile locations worldwide. Since different cities have different housing laws, the minimum length of stay varies, but 30 days is required at the Philly location. If you tend to visit a certain city a lot, there’s also the option for a Stayawhile Trunk. This trunk will be inside your apartment when you walk through the door, stacked with whatever you’ve left behind from your last visit. Stayawhile only started in June 2017, and just recently started its services in Philly in October. All of the units are studios that are furnished and fully equipped with a kitchen, bathroom, and laundry.  There’s a focus on high-end design, too, making them more appealing than your standard corporate housing setup. Each studio has furniture by Article, Parachute bedding, and Crate and Barrel products. They also all have voice-activated Amazon television and Echo Dots. At the building at 3rd and Market, there are three apartments available. The rates are $78 per day and about $2,340 per month. "
"Baby boomers are the Philly regions next wave of renters, report says",https://philly.curbed.com/2017/10/31/16569776/philadelphia-renter-demographics-baby-boomers,article,"In Philly, there’s a lot of talk about millennials. According to reports, these young adults are moving to the region in droves, which is one of the main reasons why apartment construction has boomed here over the past couple of years. And yet, new research shows that it’s not just millennials that this city should be banking on when it comes to its developing apartment market—baby boomers are on track to be the next big wave of renters in Philly and across the country. Real estate website Rent Cafe reports that across the U.S., there has been a dramatic changes in terms of demographics among renters: Between 2009 and 2015, the number of renters aged 55 and older increased by 28 percent, according to U.S. Census data. That number dropped to 3 percent among renters 34 and younger.The same trend was discovered in the Philadelphia region. This area has seen just 8 percent of millennials joining the rental market, but an impressive 22 percent increase in the number of renters aged 55 and older.  There are a few reasons for this boom in senior renters, perhaps most notably that many of them are recent empty nesters who want to downsize from their big suburban homes, all while staying close to their kids. Furthermore, the study also found that among these senior renters, both families with children and families without children prefer to stay in the suburbs.Specifically, families with no children saw a 22 percent increase and families with children jumped by 16 percent in suburban areas. Meanwhile, Philly proper saw a 13 percent increase in families without kids and a 4 percent uptick in the number of families with children.This trend isn’t news to developer Bozzuto, who had been closely monitoring this growing population of new renters for the past five years. “We identified this as a spot where we thought there was a significant need, but not a lot of great product out there for this demographic,” says Pete Sikora, Bozzuto development manager. After spending years figuring out what this demographic of potential renters wanted in terms of amenities, Bozzuto came up with Canvas Valley Forge, an amenity-driven  mixed-use development right next to the King of Prussia Town Center. When it opens in late November, it will be the first apartment community of its kind for renters ages 55 and up. Like most new apartment buildings in Philly and the surrounding region, Canvas comes with a long list of amenities, including an inner courtyard with a pool, a grilling station, as well as a gourmet kitchen and a game room. But some other features offered to the senior renters take the development to another level, says Michelle Kearney, Bozzuto’s regional portfolio manager.There’s an on-site activities director, for example, who is responsible for cultivating a social community type of atmosphere designed especially for this demographic, through daily activities or trips. There are also daily continental breakfast, brunches, happy hours, and wine tastings. The apartments are designed to mimic single-family homes, too. Sikora says, “Our units have been designed to integrate single-family home features into them to make the transition a little easier.” There are entrance foyers in each apartment, master suites with dressing rooms, and extra storage. “A lot of folks are going to be downsizing, but still want to keep a lot of the stuff they already have.” New developments in Philly proper, meanwhile, have attracted empty nesters, as well, though less so in the rental market than the high-end condo market. New towers like One Riverside and 500 Walnut, which both fetch top-dollar price tags, have advertised themselves as prime spots for empty nesters also looking to downsize from their Main Line mansions. But while these new condo owners may have the option of designing their own luxurious pads, Sikora says renting is attractive to other senior renters who aren’t quite ready to commit to their next forever home. “It’s not whereas you buy a condo you could get stuck with it—renting an apartment is a one-year or 15-month lease and you can leave after that,” Sikora figures. “So it gives these folks an option to do what they want and not feel they have to fully commit and put a large down payment down.”That’s also why Canvas is experimenting with a commitment-free option for potential renters, explains Sarah McMeekin, property manager at Canvas. “If after 60 days they decide the renting lifestyle isn’t for them, they can end their lease with no penalties.” Rents, meanwhile, are market-rate and start at $2,100.“We think our concept is going to be effective because it provides flexibility,” says Sikora. “As the baby boomers have gotten older and the challenges of up-keeping a house have gotten harder and harder, they’ve started to decide, ‘Hey, I’d rather spend my time doing the things I want to do and not worrying about maintenance and upkeep of my house.”"
Post Brothers finishes $100M renovation at Presidential City,https://philly.curbed.com/2017/10/20/16507432/presidential-city-post-brothers-renovations-complete,article,"It took three years and $100 million, but renovations at Presidential City on the very edge of Philly and Bala Cynwyd are complete. Developer Post Brothers has announced that it has finished its overhaul of the Adams, the fourth and final apartment tower at Presidential City at 3900 City Avenue. With 1,000 apartments total, it marks the completion of what’s the developer says is the largest redevelopment residential project in the city, which Post Brothers began in 2014. All four of the towers are named after U.S. presidents. The original intention of Presidential City’s developer John McShain in 1950 was to build 48 towers that would be named after all of the presidents. He only managed to build the Washington, Madison, Adams, and Jefferson before selling the rest of the land.Post Brothers bought the property on the edge of Philly near Bala Cynwyd in 2012 for $80 million, and began renovations in 2014. At the time, the rentals had suffered from years of neglect and were pretty dated. Now, the studio, one-, two-, and three-bedroom apartments feature finishes like sustainable hardwood floors, soaking tubs, and porcelain tile. The units range from $1,000 to $4,500. The heart of the massive apartment complex is the amenity-laden Sora Pool Club. This has been open for more than a year and features three salt-water pools, bocce courts, a gym, and multiple terraces. Although Presidential City is the Post Brothers’ largest redevelopment project to date, the developer has a number of other projects currently underway throughout the city. The redevelopment of the historic Hamilton and six other residential properties is ongoing in University City, and construction continues at the 21-story Atlantic tower on South Broad Street. "
The Curtis building nabs $173M loan to help finish apartments conversion,https://philly.curbed.com/2017/10/10/16452280/curtis-building-philadelphia-construction-renovation-apartments,article,"The developers behind the renovation of the historic Curtis building on Washington Square just nabbed a $173.25 million loan that will help bring construction of luxury apartments to the finish line.JLL Capital Markets announced that it secured the multi-million dollar loan for developer and owner Keystone Property Group. Some of the funds will be used to pay off some debt, while $30 million will go toward the completion of the Curtis building’s 63 residential units and future office and retail space. Keystone Property Group purchased the building at 6th and Walnut for $125 million in 2014. Soon after, the developer began renovations on the property, restoring the 12-story atrium and bringing on tenants like the restaurant P.J. Clarke’s.A post shared by Lyndon at The Curtis (@liveatlyndon) on Aug 30, 2017 at 8:15am PDTThe debut of the residential component, dubbed the Lyndon at the Curtis, has been pushed back by months. The 63 high-end luxury units are located on the upper floors of the 12-story building. Though it was expected to start leasing for late spring move-ins, it is now leasing for the fall. Currently, prices range from $2,702 for a 899-square-foot one-bedroom apartment to $6,585 for a 1,681-square-foot three-bedroom unit. Eventually, there will also be apartments up to 2,000 square feet available. In an interview with Curbed Philly earlier this year, Rich Gottlieb of Keystone Property Group said views from the apartments are just one of the perks. Residents will also have access to a long list of amenities like a clubroom, fitness center, private dining room, and a dog spa. Gottlieb said residential component of the Curtis made sense for the neighborhood, where there is still room for rentals in a condo-heavy location. The hope is that the addition of restaurants, retail, office, and residential to Washington Square will help it become a 24/7 destination versus a nine-to-five hub, he said. According to the Lyndon’s website, some of the first apartments will be move-in ready by late October. "
4 lovely A-Frames near Philly you can escape to this fall,https://philly.curbed.com/2017/10/5/16402546/a-frame-cabin-rentals-pennsylvania,article,"In case you missed the news, A-Frames are back. These triangular-shaped homes were a hit when they first started popping up across the country in the 1950s, and now they’re appealing to the masses yet again in the age of Instagram and the minimalist movement. Fortunately, small towns around Philly are home to a few of these A-Frames, and a number of them are available to rent right now. There’s a recently renovated traditional A-Frame in Lancaster’s countryside, or you can escape even farther out from the city and rent a cabin around the Poconos. Either way, your chance to appease your A-Frame longing is within a two hour’s drive of Philly. Here’s a recently renovated A-Frame located in Lancaster’s Amish country. It manages to sleep four: There’s a main bedroom on the first floor and a loft with a sleeper sofa. There’s also a full kitchen sans dishwasher, plus a fire pit near the deck for those cold fall nights. $139 per night. Just south of Lancaster at Historic Sickman’s Hill is this oversized A-Frame overlooking a large creek. It sleeps nine, and there are two decks that face the water. Sickman’s Hill, a 19th-century flour and grist roller mill, is just a short walk away. $150 per night. Located in Bushkill, Pennslyvania within the Delaware Water Gap National Recreation Area is this cabin hidden in the woods. It’s not your typical A-Frame, because it manages to squeeze in three bedrooms. Given its location, there’s plenty to do nearby, whether it’s hiking, checking out Bushkill Falls, or just hanging around the cabin. $150 per night. Less than two hours from Philly is the Acorn Cottage in White Haven, Pennsylvania. It’s a modified A-Frame that sleeps six. There’s a large deck and two state parks to explore nearby—but you’ll have to bring your own linens and blankets. $117 per night. "
96 apartments in store for Callowhills Heid building,https://philly.curbed.com/2017/9/21/16339530/heid-building-callowhill-apartments-renderings-prdc-properties,article,"An old hat-making warehouse located just past the Vine Street Expressway in Callowhill is about to become an amenity-driven, mixed-use apartment building. The Heid Building at 323 N. 13th Street used to be the home of Frank P. Heid & Company, which once held the title of being the largest hat- and cap-making company in Philly. But like many other warehouses all throughout the city, this one has been vacant for the past 11 years. That’s all set to change with the announcement that local developer PRDC Properties will be bringing 96 market-rate one- and two-bedroom apartments to the site, with rents ranging from $1,100 to $2,200 a month. It will also be home to a ground-floor restaurant and a roof top amenity level with swinging hammocks, fire pits, a dog park, and an indoor-outdoor kitchen. “We want it so that everyone can live outside of the apartment,” said PRDC Properties president Jon Thomas at Wednesday’s announcement on the fourth floor of the Heid Building. “This building will give you the opportunity to do that.” The project and the apartments will be designed by Shimi Zakin of the local architecture firm Atrium Design Group. But for the building’s actual build out, PRDC Properties will be helped by 20 high school students from Ben Franklin High School’s Career & Technical Education Vocational Center. The partnership, encouraged by City Councilman and real estate magnate Allan Domb, will train students on the job, allowing them to be a part of the construction process at the Heid Building from start to finish. “We think this public-private partnership has the ability to be life-altering,” said PRDC Properties chief operating officer Brandon Morrison to a crowd of students at the announcement. Morrison worked with Domb to put the internship program together.The Heid building adaptive reuse effort is the latest redevelopment project to come to Callowhill, a neighborhood that’s been experiencing a recent renaissance. Its location, within steps of the future Rail Park and a 10-minute walk to Center City, has made the area attractive to developers in recent years.  The move made sense for PRDC Properties, which is known for its luxury home developments (it recently broke ground on a 44-townhome community in Northern Liberties with starting prices at $699,000.). It also led the restoration of the historic Lincoln apartment building in Washington Square West. Mayor Jim Kenney was on hand at the announcement. Keeping his remarks short, he encouraged the students to “be on time” and thanked the developer for preserving the building. Councilman Domb added, “You can’t live in history in any other city like you can in Philly. This is living history.”Construction is expected to begin in November and take 15 months. "
"Exclusive: The Divine Lorraine lobby restored, in before-after photos",https://philly.curbed.com/2017/9/14/16302348/divine-lorraine-lobby-makeover-photos,article,"It’s been nearly four months since we last checked in on progress at the Divine Lorraine, the iconic building on North Broad that has been undergoing $44 million worth of renovations since 2015. In late May, all that was really left was putting the final touches on the grand lobby. Now, the big reveal is here, with an exclusive first look at the space on Curbed Philly. Tonight, the Divine Lorraine will host a free event from 6 to 9 p.m. with music, drinks, and food to celebrate the completion of the lobby, allowing everyone to see the space and staged units in all their original glory in person.The lobby is one of the two main grand spaces of the Divine Lorraine, the other being the 10th-floor banquet hall that is now home to two bi-level apartments. The Divine Lorraine was designed by Willis G. Hale and built between 1892-94 as an apartment building. It then spent some time as a hotel and in its last iteration, a home for followers of Father Divine. When developer Eric Blumenfeld bought the abandoned building a few years ago  (actually his second time doing so), he brought on Robert Powers of Powers & Company and architect Richard W. Sauder to lead the restoration efforts, with DOMUS heading up construction. Using historical images, the team was able to restore the lobby’s intricate moldings, columns, and marble floors. Here’s how much the lobby has changed from May 2016 to today. But the lobby doesn’t look completely original. The oval desk at the back of the lobby was removed and replaced with two handmade original desks that can be moved around for future events. This area is separated with a new, modern glass wall that separates the residential lobby from the main entrance. The plan is for the wings off each side of the main lobby to be filled by restaurants. The goal, Casella says, was to bring back the original details of the space, while also bringing it to the 21st century. Overall, however, the space leans more on the formal side than the typical modern residential lobbies one sees in new high-rises today. The finished space is no doubt a welcome for the folks who have already moved into their apartments at the Divine Lorraine. To date, 49 of the 101 apartments have been leased. That means since January 2017, the residents have had to walk through a construction zone to get to their apartments. Ed Casella, EB Realty Management’s regional property manager, hopes that number increases in the next week. And after a sluggish August leasing month, Casella says apartment tours and interest in general has already picked up in September. “Hopefully, once people see the lobby is finished, we get even a few more leases signed after this week,” Casella says. The building’s new front double doors may help folks realize that the Divine Lorraine is actually open for business, too. Still, there’s a bit of a ways to go for the Divine Lorraine. Now that the lobby is finished, the restaurant spaces on either side need to be filled. Casella says the team is close to finalizing tenants for the commercial space. Blumenfeld is also working out what will become of the next-door Annex building, whose facade has also been restored. Talks of turning it into a boutique hotel have been considered. When will this all play out? “Soon” seems to be the most the team can offer at this point. “Very soon.” "
"Phillys median rent is on the steady rise, reports say",https://philly.curbed.com/2017/9/5/16240410/philadelphia-median-rent-september-2017,article,"With a new month underway and summer’s typically hot rental season simmering down, it’s time to check on the current status of Philly’s apartment market. As Curbed Philly has shown before, many sites that track rental market data on a monthly basis all have their own methodologies, so their stats should be taken with a grain of salt. But most recent numbers can agree on one thing: Rents continue to increase on at a slow and steady pace here in Philly. Although median rents took a slight dip at the start of 2017, since February they have been on the rise slowly, but surely, according to Apartment List. Multiple reports placed the median rent for a one-bedroom apartment in the range of $970 to $1,410. For two-bedrooms, the median rent ranges from $1,170 to $1,600. Here’s how September numbers stack up among Apartment List, Zumper, and Adobo. In general, median rents in Philly have increased by 1.9 percent from this time last year, according to Apartment List, the only website of the three that tracks this particular stat. While Philly’s median rent is slightly above the nation’s average, its rental market continues to remain more affordable than other major cities that have experienced much more significant hikes in rent over the past few months. San Francisco’s median rent, for example, is at least two times more than Philly’s monthly median rent. It remains the most priciest rental market in the nation, according to all three rental websites. "
Orinoka Civic House unexpectedly has affordable units still available,https://philly.curbed.com/2017/8/23/16183982/orinoka-civic-house-affordable-housing-leasing,article,"When the Orinoka Civic House in Kensington received more than 650 applicants for its 51 affordable rentals earlier this year, two things were clear: 1) There was a great need for affordable housing in Philly and 2) there would be no trouble filling these rentals. But that was in March. Today, more than a dozen units are still up for grabs at the old factory-turned-mixed-income housing development at 2771-2777 Ruth Street.So what happened? “It was somewhat unexpected,” says Felix Torres-Colon, executive director of New Kensington CDC (NKCDC). “The units for people at 20 percent of the area’s median income (AMI) went right away, but the units for people at around 60 percent have been going slightly slower.”The Orinoka Civic House is a low-income housing tax credit project, which means that potential tenants’ incomes have to match or be able to carry particular rents. In Orinoka’s case, NKCDC has struggled to find renters who meet the 50 to 60 percent income level. So while there’s a 100-person waiting list the 20 percent AMI units, there are still more than a dozen units available for the 50 percent and 60 percent income levels. There are 26 units and 19 units reserved for the 50 and 60 percent income brackets, respectively. Says Torres-Colon, “You have this very narrow window where you have to have enough money to afford the unit, but you can’t have too much. And it’s often very difficult to get someone right there in the middle.”But that’s just one of the potential explanations. The executive director says there are also ongoing misconceptions about what people think when they hear the words “affordable housing.” “They often think you have to be homeless,” says Torres-Colon. “There’s a variety of myths that people have about affordable housing that prevents them from applying. They just say, ‘I make too much money or I don’t make enough.’”Currently, a one-bedroom apartment at Orinoka that rents for $564 a month requires an annual income of at least $16,920. A two-bedroom apartment that rents for $622 requires an income of at least $18,660 annually. The current construction may have kept people from applying, too. Although many tenants have already moved into the Orinoka Civic House, the community area, commercial space, and NKCDC’s own offices are still under construction. Torres-Colon says the project should finish up by late fall. But the apartments themselves are move-in ready. And, he says, the apartments also bucks stereotypes of low-income housing: The units feature finishes like original exposed brick coupled with stainless steel appliances and modern cabinetry. There also also expansive views back toward Center City. Says Torres-Colon, “I think there are a lot of worse places you could live.”"
How Phillys rents have changed from 1968 to today,https://philly.curbed.com/2017/7/21/16004644/philadelphia-average-rent-timeline,article,"It can be tough to keep track of Philly’s rental market, with real estate sites that consistently crunch the numbers offering wide-ranging numbers. Take July, for example. Apartment List placed the median rent of a two-bedroom apartment in Philadelphia at $1,160. Adobo said it’s more like $1,565 a month. Axiometrics puts the average rent at $1,498. No matter what the actual median rent is right now, one thing’s for sure: Renting in Philly doesn’t come cheap these days, with a majority of renters identifying as cost-burdened. And with a majority of new construction in Philly falling on the high end of the market, sky-high rents are becoming the norm. All this recent talk of rising rents in Philly had us wondering about the state of Philly’s rental market long before real estate sites started tracking it on a monthly basis. So in earlier this summer, we turned to you, dear Curbed readers, and poised the question: How much was the rent at your first Philly apartment?Dozens of answers rolled in both in this Open Thread and on Facebook. And we recorded them all here in one handy-dandy timeline, starting from $100 for a University City apartment in 1968(!) to a $1,550 apartment in Washington Square West in 2016. There’s no science to this compilation of reader’s input, of course, but at the very least the timeline shows how much this city and its neighborhoods have changed. Read ‘em and weep, folks."
